DATE,SPOT,FUTURE
05-10-2012,505.3405,491.29
05-11-2012,501.5098,487.4583
05/14/2012,493.8635,479.922
05/15/2012,491.8413,477.9582
05/16/2012,483.3396,469.6977
05/17/2012,495.9695,481.9723
05/18/2012,502.8751,488.6844
05/21/2012,500.5518,486.4305
05/22/2012,497.0072,482.987
05/23/2012,487.5178,473.7665
05/24/2012,492.2647,478.3805
05/25/2012,495.9531,481.9661
05/29/2012,488.6783,474.901
05/30/2012,493.031,479.1321
05/31/2012,491.7806,477.9181
06-01-2012,508.92,494.5755
06-04-2012,504.9377,490.709
06-05-2012,507.2276,492.9353
06-06-2012,515.6979,501.1679
06-07-2012,500.6291,486.5248
06-08-2012,501.2811,487.1154
06-11-2012,503.2209,488.9592
06-12-2012,508.7451,494.2812
06/13/2012,510.1402,495.5883
06/14/2012,508.151,493.6072
06/15/2012,511.535,496.8954
06/18/2012,510.9998,496.3791
06/19/2012,508.881,494.3222
06/20/2012,507.1455,492.6377
06/21/2012,488.7516,474.7713
06/22/2012,488.4073,474.438
06/25/2012,497.0475,482.8349
06/26/2012,491.8484,477.7857
06/27/2012,492.3038,478.2294
06/28/2012,482.6721,468.8743
06/29/2012,501.0175,486.6965
07-02-2012,498.9831,484.7241
07-03-2012,507.9402,493.4266
07-05-2012,502.5263,488.1701
07-06-2012,492.1139,478.0565
07-09-2012,496.6605,482.4773
07-10-2012,492.4164,478.1385
07-11-2012,492.2025,477.7085
07-12-2012,490.4133,475.7457
07/13/2012,498.0194,482.8987
07/16/2012,497.9447,482.6019
07/17/2012,497.4105,482.0854
07/18/2012,491.9642,476.8082
07/19/2012,494.7935,479.5516
07/20/2012,495.6892,480.421
07/23/2012,493.3502,478.1578
07/24/2012,492.1538,476.9995
07/25/2012,502.5304,487.0579
07/26/2012,504.1924,488.67
07/27/2012,505.1062,489.557
07/30/2012,507.5146,491.8951
07/31/2012,504.746,489.2132
08-01-2012,501.4765,486.0458
08-02-2012,495.2988,480.0597
08-03-2012,503.0057,487.5309
08-06-2012,504.9389,489.4092
08-07-2012,504.9767,489.4471
08-08-2012,505.7829,490.1684
08-09-2012,506.963,491.2505
08-10-2012,507.5307,491.7391
08/13/2012,503.9441,488.2051
08/14/2012,501.4943,485.77
08/15/2012,502.715,486.954
08/16/2012,507.3733,491.4677
08/17/2012,506.5982,490.7183
08/20/2012,509.789,493.8136
08/21/2012,517.9316,501.7026
08/22/2012,517.8395,501.6148
08/23/2012,529.2751,512.6935
08/24/2012,529.9519,513.3507
08/27/2012,532.2855,515.6156
08/28/2012,530.1598,513.558
08/29/2012,528.3576,511.8137
08/30/2012,525.0523,508.6134
08/31/2012,536.4178,519.6246
09-04-2012,542.2615,525.2914
09-05-2012,541.4511,524.5078
09-06-2012,545.6416,528.5687
09-07-2012,558.1636,540.7003
09-10-2012,555.8088,538.4237
09-11-2012,556.3068,538.9076
09-12-2012,554.9425,537.5874
09/13/2012,570.1581,552.3287
09/14/2012,569.8286,552.0111
09/17/2012,568.1851,550.4235
09/18/2012,569.7032,551.8958
09/19/2012,569.3179,551.5242
09/20/2012,569.3175,551.5253
09/21/2012,571.0572,553.2123
09/24/2012,565.2185,547.5609
09/25/2012,565.5191,547.8537
09/26/2012,562.3508,544.7861
09/27/2012,571.7793,553.9218
09/28/2012,569.8141,552.0197
10-01-2012,573.5827,555.6756
10-02-2012,570.5901,552.7778
10-03-2012,571.7015,553.8558
10-04-2012,577.3998,559.3775
10-05-2012,571.4857,553.6493
10-08-2012,568.0679,550.3421
10-09-2012,565.3205,547.6817
10-10-2012,565.8293,548.1762
10-11-2012,567.0718,549.3815
10-12-2012,562.7872,545.2321
10/15/2012,553.7538,536.485
10/16/2012,556.7298,539.3697
10/17/2012,559.4382,541.9952
10/18/2012,555.9822,538.6486
10/19/2012,547.8973,530.8174
10/22/2012,549.0665,531.9547
10/23/2012,543.1317,526.2063
10/24/2012,540.5443,523.701
10/25/2012,545.1272,528.1426
10/26/2012,544.6936,527.7239
10/29/2012,542.7726,525.8672
10/30/2012,543.8832,526.9451
10/31/2012,547.5519,530.5013
11-01-2012,546.404,529.391
11-02-2012,531.0937,514.5593
11-05-2012,534.1129,517.4899
11-06-2012,545.4455,528.4713
11-07-2012,543.7435,526.8237
11-08-2012,549.1221,531.8707
11-09-2012,551.9076,534.3989
11-12-2012,551.7859,534.1124
11/13/2012,550.3334,532.535
